,sno,new_tweet_text,old_tweet_text,new_label,old_label,updated,
1651,1656,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/ehzIDGE5,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/pWyzPheV,not_request,request,1,1
1652,1657,RT @RedCrossDFW: Anita Foster shares with WFAA-TV and North Texans what they can do here to help Hurricane Sandy victims.... http://t.co ...,RT @RedCrossDFW: Anita Foster shares with WFAA-TV and North Texans what they can do here to help Hurricane Sandy victims.... http://t.co ...,not_request,not_request,1,0
1653,1658,RT @Refinery29: Even MORE ways to help out with Hurricane Sandy relief: http://t.co/Q7Dqeig3,RT @Refinery29: Even MORE ways to help out with Hurricane Sandy relief: http://t.co/Q7Dqeig3,not_request,request,1,1
1654,1659,Hurricane Sandy relief efforts can be found at http://t.co/i80vNKgv for those living far away and wishing to donate #hillsongNYChelps,Hurricane Sandy relief efforts can be found at http://t.co/i80vNKgv for those living far away and wishing to donate #hillsongNYChelps,not_request,request,1,1
1655,1660,"For those effected by Hurricane Sandy, our thoughts are with you...if you can help out with a donation go to http://t.co/Lbj6JAlh Please RT","For those effected by Hurricane Sandy, our thoughts are with you...if you can help out with a donation go to http://t.co/Lbj6JAlh Please RT",not_request,request,1,1
1656,1661,RT @RepBrianHiggins: Joining @markpoloncarz and @repkathyhochul for hurricane #Sandy update http://t.co/cTQz3tdR,RT @RepBrianHiggins: Joining @markpoloncarz and @repkathyhochul for hurricane #Sandy update http://t.co/cTQz3tdR,not_request,not_request,1,0
1657,1662,To have Brownie of Katrina fame criticize hurricane relief efforts is ludicrous.,To have Brownie of Katrina fame criticize hurricane relief efforts is ludicrous.,not_request,not_request,1,0
1658,1663,How banks are contributing to Hurricane #Sandy relief efforts: http://t.co/gP36K8yp by @bbrowdie,How banks are contributing to Hurricane #Sandy relief efforts: http://t.co/gP36K8yp by @bbrowdie,not_request,not_request,1,0
1659,1664,"Text ""redcross"" to 90999  to donate $10 to hurricane sandy victims. The $10 is charged to your phone bill.","Text ""redcross"" to 90999  to donate $10 to hurricane sandy victims. The $10 is charged to your phone bill.",request,request,1,0
1660,1665,Kicking off our Day of Giving on @GMA. Hope you'll donate to the hurricane relief: 1-800-help-now or http://t.co/wBl1yg1S,Kicking off our Day of Giving on @GMA. Hope you'll donate to the hurricane relief: 1-800-help-now or http://t.co/wBl1yg1S,not_request,request,1,1
1661,1666,"RT @OccupySandy: If you are looking to get involved to help with the Hurricane Sandy relief, please visit our Faceook page: Ocâ¦ http://t ...","RT @OccupySandy: If you are looking to get involved to help with the Hurricane Sandy relief, please visit our Faceook page: Oc… http://t ...",request,request,1,0
1662,1667,Check out this list of resources and ways to help in the Hurricane #Sandy #relief efforts: http://t.co/vbA19fBA,Check out this list of resources and ways to help in the Hurricane #Sandy #relief efforts: http://t.co/vbA19fBA,not_request,request,1,1
1663,1668,"DoD, National Guard continue to help out w/ Hurricane Sandy recovery http://t.co/aMtSuYih","DoD, National Guard continue to help out w/ Hurricane Sandy recovery http://t.co/aMtSuYih",not_request,not_request,1,0
1664,1669,K.I.D.S. needs merchandise donations for Hurricane Sandy relief.  http://t.co/wdvA64eJ  Assist if you can.,K.I.D.S. needs merchandise donations for Hurricane Sandy relief.  http://t.co/wdvA64eJ  Assist if you can.,not_request,request,1,1
1665,1670,http://t.co/JaANg3Hq 15% to Team Rubicon for Hurricane Sandy relief #teamrubicon,http://t.co/JaANg3Hq 15% to Team Rubicon for Hurricane Sandy relief #teamrubicon,not_request,not_request,1,0
1666,1671,http://t.co/cifPtGi3 If you would like to donate food to the Hurricane Sandy victims in need please... http://t.co/eGEkavj7,http://t.co/cifPtGi3 If you would like to donate food to the Hurricane Sandy victims in need please... http://t.co/eGEkavj7,request,request,1,0
1667,1672,Chevy Runs Deep - right into the aftermath of a hurricane: #Chevrolet Donates 50 Trucks to Red Cross for Storm Relief http://t.co/bVrJiDqv,Chevy Runs Deep - right into the aftermath of a hurricane: #Chevrolet Donates 50 Trucks to Red Cross for Storm Relief http://t.co/bVrJiDqv,not_request,not_request,1,0
1668,1673,[video] Romney Suspends Political Beliefs To Help Victims Of Hurricane Sandy http://t.co/hd2wvATR,[video] Romney Suspends Political Beliefs To Help Victims Of Hurricane Sandy http://t.co/hd2wvATR,not_request,not_request,1,0
1669,1674,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/MSzkoYDi,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/pWyzPheV,not_request,request,1,1
1670,1675,"In an effort to help victims affected by Hurricane Sandy, Nissan will extend both financing and vehicle discounts... http://t.co/A0VecL38","In an effort to help victims affected by Hurricane Sandy, Nissan will extend both financing and vehicle discounts... http://t.co/A0VecL38",not_request,not_request,1,0
1671,1676,Calling all AAJ members: please read my latest blog on how you can help those affected by Hurricane Sandy http://t.co/j3MXNOZr,Calling all AAJ members: please read my latest blog on how you can help those affected by Hurricane Sandy http://t.co/j3MXNOZr,not_request,request,1,1
1672,1677,@kwqcnews come give to the victims of hurricane #sandy  were taking monetary donations for the @RedCross http://t.co/ziWs7Zc7,@kwqcnews come give to the victims of hurricane #sandy  were taking monetary donations for the @RedCross http://t.co/ziWs7Zc7,not_request,request,1,1
1673,1678,RT @ROSNF: For those looking to help with Hurricane Sandy Relief efforts - Rotary District 7190 are collecting donations to... http://t. ...,RT @ROSNF: For those looking to help with Hurricane Sandy Relief efforts - Rotary District 7190 are collecting donations to... http://t. ...,not_request,request,1,1
1674,1679,5x7 Original painting $25 for Hurricane Relief Fund http://t.co/MFk9srjq,5x7 Original painting $25 for Hurricane Relief Fund http://t.co/MFk9srjq,not_request,request,1,1
1675,1680,RT @DJKemit: Join Global Ambassador @therealswizzz and donate today to support The Fund for HHC's Hurricane Sandy relief. http://t.co/VT ...,RT @TheGlobalCool: Join forces with @THEREALSWIZZZ and Donate today to support The Fund for HHC's Hurricane Sandy relief. http://t.co/oV ...,not_request,request,1,1
1676,1681,S/O to Mark Cuban for donating a million to the relief efforts for victims of Hurricane Sandy #WordUp,S/O to Mark Cuban for donating a million to the relief efforts for victims of Hurricane Sandy #WordUp,not_request,not_request,1,0
1677,1682,"RT @SweetWRATH: Today is the National Day of Giving. If you can, PLEASE donate to the American Red Cross! for Hurricane Sandy Relief!","RT @SweetWRATH: Today is the National Day of Giving. If you can, PLEASE donate to the American Red Cross! for Hurricane Sandy Relief!",request,request,1,0
1678,1683,How You Can Help: Hurricane Sandy Food And Fundraiser Roundup http://t.co/NjziHMGE,"How You Can Help: Hurricane Sandy Food And Fundraiser Roundup
 http://t.co/vyvnog1X",not_request,request,1,1
1679,1684,"&amp;ldquo;@AmzerInc We will donate 20% of sale proceeds from 1-12 November to Red Cross, to help Hurricane Sandy ... http://t.co/g8vPBsvx","&amp;ldquo;@AmzerInc We will donate 20% of sale proceeds from 1-12 November to Red Cross, to help Hurricane Sandy ... http://t.co/g8vPBsvx",not_request,not_request,1,0
1680,1685,RT @GlobalGrind: NYC marathon runners head to SI starting point to help hurricane victimsâ¦ http://t.co/sxm4ZGpm,Not Found,not_request,Not Found,0,1
1681,1686,Keep up with Hurricane Sandy updates. Check out CBS's comprehensive list here! http://t.co/KiqJ3DHW http://t.co/AK6ehDqh,Keep up with Hurricane Sandy updates. Check out CBS's comprehensive list here! http://t.co/KiqJ3DHW http://t.co/AK6ehDqh,not_request,not_request,1,0
1682,1687,RT @uselephants: Romney Campaign Bus Being Used For Hurricane Relief Efforts @seanhannity #TeaParty #tcot #resist44 http://t.co/mw1OMtpc,RT @uselephants: Romney Campaign Bus Being Used For Hurricane Relief Efforts @seanhannity #TeaParty #tcot #resist44 http://t.co/mw1OMtpc,not_request,not_request,1,0
1683,1688,frostingpeetaswounds: Disney is donating 2 million dollars to Hurricane Sandy relief! http://t.co/M6M7pYPX,Not Found,not_request,Not Found,0,1
1684,1689,Media Giants Set Plans to Help Hurricane Sandy Relief http://t.co/ju5zUSgZ,Media Giants Set Plans to Help Hurricane Sandy Relief http://t.co/ju5zUSgZ,not_request,not_request,1,0
1685,1690,"Make a Donation to the hurricane sandy disaster relief through Extreme Hustlin Records Foundation, http://t.co/zsMYyOpj, click on donations","Make a Donation to the hurricane sandy disaster relief through Extreme Hustlin Records Foundation, http://t.co/zsMYyOpj, click on donations",request,request,1,0
1686,1691,"Hurricane #Sandy benefit concert airs 8pm ET To donate, visit http://t.co/BHFcBhd5; text REDCROSS to 90999 to make $10 donation. #SandyHelp.","Hurricane #Sandy benefit concert airs 8pm ET To donate, visit http://t.co/BHFcBhd5; text REDCROSS to 90999 to make $10 donation. #SandyHelp.",request,request,1,0
1687,1692,RT @AsiaSociety: How You Can Help Hurricane Sandy Victims in New York City's Chinatown http://t.co/ZUxYk1Tp | #AsiaSociety,RT @AsiaSociety: How You Can Help Hurricane Sandy Victims in New York City's Chinatown http://t.co/ZUxYk1Tp | #AsiaSociety,not_request,request,1,1
1688,1693,"RT @bweiner: calling all runners: you can help those affected by hurricane sandy, we've already raised over $1k http://t.co/twhK0vCY #ru ...","RT @bweiner: calling all runners: you can help those affected by hurricane sandy, we've already raised over $1k http://t.co/twhK0vCY #ru ...",request,request,1,0
1689,1694,"The last time the New York Stock Exchange closed bc of weather was 1985 for Hurricane Gloria. Before that, '69 for a snowstorm #nyse #SANDY","The last time the New York Stock Exchange closed bc of weather was 1985 for Hurricane Gloria. Before that, '69 for a snowstorm #nyse #SANDY",not_request,not_request,1,0
1690,1695,The American Red Cross Disaster Relief fund is there in times of need. You can help the victims of Hurricane Sandy: http://t.co/A7n0JEgC,RT @EarthToTommy: The American Red Cross Disaster Relief fund is there in times of need. You can help the victims of Hurricane Sandy: ht ...,not_request,request,1,1
1691,1696,"Surviving Sisters' Boutique is now holding a Clothing Drive for Victims of Hurricane Sandy. People need clothes,... http://t.co/vGwDlQVB","Surviving Sisters' Boutique is now holding a Clothing Drive for Victims of Hurricane Sandy. People need clothes,... http://t.co/vGwDlQVB",not_request,request,1,1
1692,1697,RT @hilariabaldwin: #SandyHelp â@alignyoga: Ways you can help those impacted by Hurricane Sandy. Every little bit makes a difference! ht ...,RT @hilariabaldwin: #SandyHelp “@alignyoga: Ways you can help those impacted by Hurricane Sandy. Every little bit makes a difference! ht ...,not_request,request,1,1
1693,1698,@30STMVOTE damn! Wrong link! Honor Jared Leto's Birthday by helping with the Hurricane Sandy Relief &amp; Clean Up http://t.co/So3K5DRu,@30STMVOTE damn! Wrong link! Honor Jared Leto's Birthday by helping with the Hurricane Sandy Relief &amp; Clean Up http://t.co/So3K5DRu,not_request,request,1,1
1694,1699,RT @TheThorverine: Help out a great artist. @JK_Woodward's hurricane relief prints now available. I bought mine. http://t.co/dgRdBPB8,RT @TheThorverine: Help out a great artist. @JK_Woodward's hurricane relief prints now available. I bought mine. http://t.co/dgRdBPB8,not_request,request,1,1
1695,1700,Let's do what we can and make a donation http://t.co/KCQNLd1D to help those affected by Hurricane #Sandy,Let's do what we can and make a donation http://t.co/KCQNLd1D to help those affected by Hurricane #Sandy,not_request,request,1,1
1696,1701,"FOX video - Ala. utility, Fla. crewman blame electriciansâ union for interfering with Hurricane Sandy relief http://t.co/YORMNC6O",Not Found,not_request,Not Found,0,1
1697,1702,Are NY officials wrong for continuing the marathon race vs using the same resources to help the victims of hurricane sandy?,Are NY officials wrong for continuing the marathon race vs using the same resources to help the victims of hurricane sandy?,not_request,not_request,1,0
1698,1703,Want to donate to victims of #Hurricane #Sandy? The @WeatherChannel is matching every penny donated if you do it here: http://t.co/Eyc6FD4H.,Want to donate to victims of #Hurricane #Sandy? The @WeatherChannel is matching every penny donated if you do it here: http://t.co/Eyc6FD4H.,not_request,request,1,1
1699,1704,"RT @SalvationArmyUS: To help those in need after Hurricane #Sandy, Text STORM to 80888 to make quick $10 donation. More ways to give: ht ...","RT @SalvationArmyUS: To help those in need after Hurricane #Sandy, Text STORM to 80888 to make quick $10 donation. More ways to give: ht ...",request,request,1,0
1700,1705,I want to go and help those affected by the hurricane.,I want to go and help those affected by the hurricane.,not_request,not_request,1,0
1701,1706,"RT @WatershedCares: âFor every dark night, there's a brighter dayâ - Tupac Shakur #Sandy #hurricane #hope #inspiration","RT @WatershedCares: “For every dark night, there's a brighter day” - Tupac Shakur
 #Sandy #hurricane #hope #inspiration",not_request,not_request,1,0
1702,1707,"Me and @CeceVancePR are coordinating a clothing/food drive for families affected by Hurricane Sandy. If you would like to donate, DM us.","Me and @CeceVancePR are coordinating a clothing/food drive for families affected by Hurricane Sandy. If you would like to donate, DM us.",not_request,request,1,1
1703,1708,RT @HeyVeronica: Want to help out with the Hurricane sandy relief efforts? Here are some places who would be glad to have you: http://t. ...,RT @HeyVeronica: Want to help out with the Hurricane sandy relief efforts? Here are some places who would be glad to have you: http://t. ...,not_request,request,1,1
1704,1709,Want to help the recovery effort from Hurricane Sandy? Text RESPONSE to 80888 to donate $10 to UMCOR Relief.... http://t.co/0OSrpeLy,"Want to help the recovery effort from Hurricane Sandy?
Text RESPONSE to 80888 to donate $10 to UMCOR Relief.... http://t.co/0OSrpeLy",not_request,request,1,1
1705,1710,extPlus Donates 10 Million Free Calling Minutes To Help Hurricane Sandy Victims Stay Connected http://t.co/liDAlZsq,extPlus Donates 10 Million Free Calling Minutes To Help Hurricane Sandy Victims Stay Connected http://t.co/liDAlZsq,not_request,not_request,1,0
1706,1711,Thoughts and prayers go out to those impacted by Hurricane Sandy - The Red Cross is raising funds. Please Donate http://t.co/0AVkzVld #sandy,Thoughts and prayers go out to those impacted by Hurricane Sandy - The Red Cross is raising funds. Please Donate http://t.co/0AVkzVld #sandy,not_request,request,1,1
